Timestamps(ms),AccelX,AccelY,AccelZ
82033,-0.3448,1.1492,10.9678
82072,-0.3950,1.1827,10.9678
82110,-0.3831,1.1779,10.9415
82148,-0.3519,1.1947,11.0181
82186,-0.4166,1.2091,10.9511
82225,-0.3831,1.1612,10.8912
82263,-0.3615,1.1372,10.9200
82372,-0.3567,1.1756,10.8984
82411,-0.3376,1.1612,11.0205
82449,-0.3615,1.1660,10.8936
82487,-0.3089,1.1923,10.9966
82525,-0.3400,1.2282,10.9846
82563,-0.3615,1.1851,11.0684
82602,-0.3424,1.1803,10.9128
82707,-0.3950,1.1732,10.9319
82746,-0.3472,1.2186,10.9846
82784,-0.2753,1.1732,10.9367
82822,-0.3879,1.1133,10.8936
82860,-0.3783,1.1157,11.0133
82898,-0.3903,1.1947,10.9726
82936,-0.3591,1.1636,10.9104
83042,-0.3472,1.1923,10.9918
83080,-0.3663,1.1923,10.9080
83118,-0.3328,1.1875,11.0349
83156,-0.3328,1.2067,10.9846
83194,-0.3543,1.1636,10.9726
83232,-0.3855,1.2019,10.9439
83270,-0.3998,1.1947,10.9343
83372,-0.3304,1.1708,11.0612
83411,-0.3352,1.2378,10.9894
83450,-0.3783,1.2234,11.0468
83488,-0.4094,1.1349,10.8984
83526,-0.3687,1.2019,10.9463
83564,-0.3496,1.1995,11.0109
83602,-0.2945,1.1803,11.0038
83704,-0.3328,1.1372,10.9726
83743,-0.3783,1.1588,10.9870
83781,-0.3160,1.1684,11.0085
83820,-0.3184,1.1540,10.9439
83858,-0.3519,1.1995,10.9654
83896,-0.4142,1.1492,10.9822
83934,-0.3184,1.1779,11.0301
84041,-0.3711,1.2043,10.9607
84080,-0.3543,1.0989,10.8769
84118,-0.3567,1.1660,10.9798
84156,-0.3950,1.1109,10.8864
84194,-0.4334,1.2019,10.9822
84233,-0.3567,1.1325,10.9511
84271,-0.3926,1.1923,10.9942
84374,-0.2993,1.1827,10.9654
84413,-0.3184,1.2139,10.9463
84451,-0.3256,1.1779,10.9152
84489,-0.3496,1.1947,10.9678
84527,-0.3591,1.1420,10.9990
84565,-0.4405,1.1588,10.9487
84604,-0.3974,1.1516,11.0253
84708,-0.3639,1.2019,11.0109
84747,-0.3304,1.1875,11.0229
84785,-0.3591,1.2450,10.9391
84823,-0.3496,1.1444,10.9367
84861,-0.3424,1.2258,10.9607
84899,-0.3711,1.1803,10.9176
84937,-0.3256,1.1875,10.9559
84975,-0.3998,1.1157,10.9678
85080,-0.3304,1.1971,10.9846
85119,-0.3567,1.1277,10.8888
85157,-0.3472,1.1468,10.9463
85195,-0.3615,1.2115,10.9726
85233,-0.4022,1.2139,10.9200
85271,-0.3496,1.1492,10.9654
85309,-0.3448,1.1779,10.9942
85415,-0.3519,1.1803,11.0373
85454,-0.3615,1.1612,10.9319
85492,-0.3567,1.1564,10.9343
85530,-0.3543,1.1588,10.9798
85568,-0.3376,1.1684,10.9391
85606,-0.3184,1.1372,10.8625
85644,-0.3328,1.1540,10.9846
85749,-0.3496,1.1923,10.9894
85788,-0.3615,1.2186,11.0708
85827,-0.3663,1.2019,10.8960
85865,-0.3232,1.1588,10.8673
85903,-0.3567,1.0774,10.9583
85941,-0.2993,1.1756,10.9918
85979,-0.3472,1.1420,10.9056
86087,-0.3663,1.1708,11.0732
86126,-0.3376,1.1851,10.9128
86164,-0.4357,1.1899,10.9894
86202,-0.3711,1.1923,11.0516
86241,-0.3543,1.1325,11.0014
86279,-0.3879,1.1564,10.9319
86317,-0.3783,1.1660,10.9463
86426,-0.3926,1.1684,11.0349
86465,-0.3448,1.1851,10.9774
86503,-0.3639,1.1875,10.8793
86541,-0.3663,1.1923,10.8936
86579,-0.3759,1.1420,10.9104
86618,-0.3543,1.1899,10.9535
86656,-0.4070,1.1684,10.9822
86764,-0.4238,1.1995,10.8936
86803,-0.3543,1.1995,10.8218
86841,-0.3998,1.2306,11.0109
86879,-0.3496,1.1636,10.9822
86917,-0.4214,1.1229,10.9487
86955,-0.3735,1.1732,10.9032
86994,-0.3041,1.1708,10.9128
87088,-0.3184,1.1564,10.8888
87127,-0.3687,1.1660,10.9391
87165,-0.4357,1.2091,11.0133
87203,-0.3639,1.1851,10.9607
87241,-0.3615,1.1995,11.0014
87279,-0.3472,1.1540,11.0133
87317,-0.3879,1.2139,10.8864
87423,-0.4214,1.1947,10.9487
87462,-0.3136,1.1947,10.9583
87500,-0.3448,1.1612,10.9583
87538,-0.3136,1.1851,10.9630
87576,-0.3711,1.2139,10.9032
87614,-0.4094,1.1899,10.9846
87652,-0.3352,1.2163,10.9439
87757,-0.3974,1.1851,10.9726
87796,-0.3974,1.2282,10.9654
87835,-0.3543,1.1205,10.9750
87873,-0.4166,1.2258,10.9511
87911,-0.3735,1.2258,10.9894
87949,-0.3543,1.1899,10.9247
87987,-0.4094,1.1612,10.9942
88093,-0.3519,1.2282,10.9487
88132,-0.4022,1.1708,10.8936
88170,-0.3903,1.1803,10.9822
88208,-0.3472,1.2330,11.0445
88247,-0.3448,1.1779,11.0301
88285,-0.3591,1.1157,10.9702
88323,-0.3472,1.1684,11.0492
88424,-0.3089,1.2378,10.9822
88463,-0.3543,1.2091,10.9678
88501,-0.3663,1.2043,10.9942
88539,-0.3472,1.1803,11.0468
88577,-0.3519,1.1684,10.9702
88616,-0.3855,1.1684,10.9056
88654,-0.4190,1.1588,10.9942
88760,-0.4429,1.2139,10.9630
88799,-0.3424,1.2067,10.9511
88837,-0.3041,1.2354,10.9152
88875,-0.3783,1.2163,10.9271
88913,-0.3950,1.2378,10.9583
88951,-0.3950,1.1037,11.0061
88990,-0.3136,1.2234,10.9678
89098,-0.3735,1.1564,10.9247
89137,-0.3615,1.1061,10.9271
89175,-0.3136,1.1875,10.9583
89213,-0.3208,1.1205,10.9535
89251,-0.3663,1.2019,10.9415
89289,-0.3400,1.1827,10.9104
89327,-0.3591,1.1923,11.0373
89365,-0.3639,1.1325,10.9319
89472,-0.4094,1.1325,10.9630
89511,-0.4262,1.1756,10.9678
89549,-0.3136,1.1301,10.9439
89587,-0.3855,1.1588,10.9104
89625,-0.4022,1.1684,10.9295
89663,-0.3998,1.2019,10.9439
89701,-0.3184,1.1588,11.0157
89805,-0.4046,1.1396,10.9463
89844,-0.3352,1.1899,10.9654
89882,-0.4022,1.1947,10.9942
89920,-0.3543,1.1636,10.9415
89958,-0.4142,1.1779,10.9870
89996,-0.3567,1.1157,10.8984
90034,-0.2777,1.2067,10.9200
90138,-0.3903,1.1612,10.9295
90177,-0.3831,1.2043,10.9463
90216,-0.3639,1.1492,10.9870
90254,-0.3711,1.2330,10.9630
90292,-0.4262,1.1588,11.0516
90330,-0.3591,1.1085,10.9032
90368,-0.3711,1.1660,10.9535
90472,-0.3687,1.2258,11.0085
90511,-0.3280,1.1947,10.9319
90549,-0.3735,1.1708,10.9726
90587,-0.3926,1.1516,10.9942
90626,-0.3831,1.1779,10.9870
90664,-0.3687,1.1492,10.9846
90702,-0.4166,1.1756,10.9080
90809,-0.3567,1.1540,10.9128
90848,-0.3759,1.1923,11.0205
90886,-0.4046,1.1827,11.0373
90924,-0.3831,1.1875,10.9247
90962,-0.4070,1.1588,10.8601
91001,-0.3232,1.1756,10.9367
91039,-0.3472,1.2498,10.9702
91144,-0.3017,1.1684,11.0899
91183,-0.3639,1.2163,10.9080
91221,-0.3352,1.2067,10.9319
91259,-0.3759,1.1540,10.9798
91297,-0.3472,1.1492,10.9702
91335,-0.3424,1.2163,11.0109
91374,-0.3926,1.1564,10.9535
91479,-0.3759,1.1827,10.9391
91518,-0.3783,0.8428,10.6518
91556,-0.4932,1.8651,8.4013
91594,-0.4597,1.0606,11.4994
91632,-0.2251,1.1947,10.9726
91670,-0.3112,1.1492,10.8218
91708,-0.3232,1.0965,11.0181
91815,-0.2993,1.1923,10.9008
91854,-0.3591,1.1636,10.9798
91892,-0.3567,1.2139,11.0205
91930,-0.3783,1.2139,10.9511
91968,-0.3759,1.2163,10.9008
92006,-0.3639,1.1492,11.0205
92044,-0.3998,1.1588,11.0277
92149,-0.3591,1.1851,10.9487
92188,-0.3926,1.2139,10.9918
92227,-0.3807,1.1947,10.9583
92265,-0.3352,1.2091,10.9990
92303,-0.3328,1.2258,10.9487
92341,-0.3543,1.1875,10.9511
92379,-0.3663,1.1396,11.0061
92476,-0.3783,1.2881,10.9966
92515,-0.4094,1.1540,10.9104
92553,-0.3065,1.1372,10.9200
92591,-0.3639,1.1899,10.9295
92630,-0.3807,1.2163,10.8984
92668,-0.3496,1.1636,10.9247
92706,-0.4453,1.2091,10.8816
92812,-0.3687,1.1851,10.9463
92851,-0.3831,1.2378,11.0085
92889,-0.3496,1.2067,10.9032
92927,-0.3831,1.1899,10.8936
92965,-0.3543,1.2115,10.9104
93004,-0.3783,1.1947,10.9774
93042,-0.3256,1.2306,10.8840
93151,-0.3807,1.1708,11.0109
93190,-0.3280,1.1444,10.9654
93228,-0.3424,1.2067,10.9128
93266,-0.3496,1.1779,10.9798
93304,-0.3711,1.1923,10.9750
93342,-0.3735,1.1947,10.9942
93381,-0.3639,1.1612,10.9080
93483,-0.3376,1.1516,10.9942
93522,-0.3089,1.1660,11.0061
93560,-0.3472,1.1660,10.9870
93598,-0.3783,1.1588,10.9822
93636,-0.3663,1.1612,10.9846
93674,-0.3160,1.1349,10.9295
93712,-0.3974,1.1995,10.9990
93750,-0.3232,1.1875,10.9128
93855,-0.3903,1.1564,10.9846
93894,-0.2921,1.2067,10.9726
93932,-0.3974,1.2115,10.9271
93970,-0.3855,1.2043,10.9702
94008,-0.3448,1.1708,10.8481
94046,-0.3711,1.1827,10.9343
94084,-0.2825,1.2163,10.8457
94191,-0.3783,1.1660,10.9152
94230,-0.3065,1.2186,10.9630
94268,-0.3879,1.2210,11.0014
94306,-0.3280,1.1851,10.8864
94344,-0.3376,1.2043,11.0349
94382,-0.3304,1.1732,10.9990
94420,-0.3879,1.1253,10.9630
94527,-0.3974,1.1564,10.9966
94566,-0.3831,1.1827,11.0157
94605,-0.3687,1.2043,10.9894
94643,-0.3615,1.1756,10.8697
94681,-0.3065,1.1708,11.0014
94719,-0.3615,1.1229,11.0133
94829,-0.3998,1.2522,11.0061
94868,-0.3831,1.1396,10.9702
94906,-0.3807,1.1732,11.0109
94944,-0.4118,1.1971,11.0612
94982,-0.3352,1.1899,10.9511
95021,-0.3543,1.1827,10.9535
95131,-0.3112,1.1947,10.9774
95170,-0.3472,1.2378,10.9654
95208,-0.3424,1.2330,10.9607
95246,-0.3160,1.1516,10.9343
95284,-0.3184,1.2091,11.0684
95322,-0.3807,1.1732,10.9487
95431,-0.3663,1.2067,10.9774
95470,-0.3615,1.2091,10.9367
95508,-0.3831,1.1492,11.0205
95546,-0.3496,1.1732,10.9032
95584,-0.3112,1.1420,10.9822
95622,-0.3543,1.1684,10.9487
95730,-0.3926,1.1444,10.8888
95769,-0.3567,1.2330,10.9583
95807,-0.4166,1.1756,11.0109
95845,-0.3352,1.1492,10.9583
95884,-0.3879,1.1971,11.0061
95922,-0.3424,1.2043,11.0133
96027,-0.3591,1.1995,10.9702
96066,-0.3783,1.1133,10.9056
96104,-0.3543,1.2258,10.9104
96142,-0.3184,1.2139,10.8601
96180,-0.4190,1.1420,10.8888
96218,-0.3855,1.1947,10.9487
96257,-0.3136,1.2067,10.9128
96366,-0.3184,1.1971,10.9415
96405,-0.4142,1.2091,10.9415
96443,-0.3687,1.2354,10.9678
96481,-0.4022,1.1732,10.9200
96519,-0.3496,1.2426,11.0157
96557,-0.3591,1.1564,10.9415
96595,-0.3041,1.1995,10.9822
96704,-0.3783,1.1588,11.0492
96743,-0.3879,1.1875,10.9152
96781,-0.3184,1.2019,10.9726
96819,-0.4094,1.2354,10.9559
96857,-0.3615,1.2306,10.9487
96895,-0.3855,1.2091,10.9894
97005,-0.3280,1.2163,11.0421
97044,-0.3926,1.1468,10.9846
97082,-0.3496,1.1971,10.9008
97121,-0.3711,1.1372,10.9295
97159,-0.3807,1.1396,10.8816
97197,-0.3567,1.1396,10.9798
97307,-0.3424,1.1468,11.0014
97346,-0.3304,1.2019,10.9870
97384,-0.3903,1.1756,10.9463
97422,-0.3783,1.1205,11.0133
97460,-0.3974,1.1923,10.9654
97499,-0.3424,1.2306,10.9152
97600,-0.3879,1.1923,11.0277
97639,-0.3687,1.1971,10.9726
97677,-0.3328,1.1827,10.8840
97715,-0.4118,1.1564,10.9702
97753,-0.3519,1.1732,10.9415
97791,-0.3448,1.2210,10.9583
97901,-0.3496,1.1756,10.9535
97940,-0.2682,1.1923,10.9223
97978,-0.3615,1.1684,11.0157
98016,-0.3496,1.1325,10.9056
98054,-0.3950,1.1827,11.0061
98092,-0.3424,1.1779,11.0109
98130,-0.3831,1.1875,10.8362
98239,-0.3615,1.1492,10.9535
98278,-0.3591,1.2186,11.0038
98316,-0.4238,1.1516,10.8769
98355,-0.3663,1.1995,11.0157
98393,-0.3184,1.1875,11.0133
98431,-0.2969,1.1636,10.9535
98541,-0.3424,1.2498,10.9846
98580,-0.3807,1.1851,10.9607
98618,-0.3663,1.2186,10.9798
98656,-0.3735,1.1684,10.9822
98694,-0.3807,1.1803,10.9152
98733,-0.3879,1.2354,11.0205
98843,-0.3615,1.2186,10.9846
98882,-0.3424,1.2043,11.0133
98920,-0.3783,1.2067,10.9415
98958,-0.3663,1.1971,10.9966
98996,-0.4046,1.1851,10.9487
99034,-0.2825,1.1995,10.9630
99073,-0.3591,1.1923,10.9391
99179,-0.3376,1.2306,10.9176
99218,-0.3639,1.1612,10.9463
99256,-0.3041,1.1827,10.9271
99294,-0.3879,1.1636,11.0229
99332,-0.3639,1.1540,10.9678
99370,-0.3783,1.2378,11.0038
99479,-0.3807,1.1420,10.9846
99518,-0.3567,1.1492,10.9870
99556,-0.3496,1.2019,11.0061
99595,-0.3591,1.1851,10.9343
99633,-0.3472,1.1875,10.9008
99671,-0.3136,1.2474,10.9607
99774,-0.3472,1.1564,11.0061
99813,-0.3400,1.2498,10.7595
99851,-0.3567,1.2665,10.7931
99889,-0.4262,1.2163,11.0492
99927,-0.3663,1.1612,10.9056
99966,-0.3376,1.1732,10.9535
100004,-0.3711,1.1851,10.9630
100115,-0.3807,1.1947,10.9200
100154,-0.3687,1.1612,10.9702
100192,-0.4214,1.1923,11.0947
100230,-0.4166,1.5490,10.3310
100268,-0.3519,1.2282,10.8338
100306,-0.2777,1.3384,10.4052
100415,-0.3256,1.1875,10.9678
100454,-0.3687,1.1684,10.9367
100492,-0.3783,1.2210,10.9607
100530,-0.3687,1.1564,10.9391
100568,-0.3759,1.2330,10.9559
100606,-0.3926,1.1779,11.0109
100714,-0.3735,1.1253,10.9367
100753,-0.3639,1.1636,10.9870
100792,-0.3735,1.1947,11.0181
100830,-0.3639,1.1229,11.0014
100868,-0.3879,1.1444,10.9870
100906,-0.0048,0.9792,10.8122
101018,-0.2705,1.5874,9.6845
101057,-0.2849,1.3647,10.5489
101095,-0.1245,1.1875,10.8002
101133,-0.0311,1.0127,10.9223
101171,-0.5076,1.4413,10.4866
101210,-0.2777,1.5490,9.9407
101318,-0.3496,1.2857,11.1043
101357,-0.2466,1.3288,10.9200
101396,-0.3089,1.4533,10.5632
101434,-0.2729,1.3431,10.9774
101472,-0.3232,1.3408,11.0564
101510,-0.3304,1.3408,10.9295
101548,-0.2993,1.3719,10.9678
101658,-0.3280,1.3551,10.9894
101697,-0.2562,1.3312,10.8912
101735,-0.4190,1.3384,10.9104
101773,-0.3783,1.3384,10.8936
101811,-0.3017,1.3551,10.9152
101849,-0.2969,1.3910,10.9223
101887,-0.3089,1.3240,10.8457
101998,-0.3208,1.3838,10.9008
102037,-0.3615,1.3527,10.8912
102075,-0.2825,1.3743,10.9630
102113,-0.3017,1.3024,11.0325
102151,-0.3208,1.4174,10.9487
102189,-0.3304,1.4269,10.9966
102299,-0.2562,1.3886,10.9511
102338,-0.3089,1.3264,10.8936
102376,-0.3472,1.3312,10.9223
102415,-0.3089,1.3647,10.9008
102453,-0.3136,1.3527,10.9535
102491,-0.3232,1.3719,10.9463
102592,-0.2993,1.3695,11.0038
102631,-0.3496,1.2881,10.8505
102669,-0.3112,1.3527,10.9176
102707,-0.3400,1.3886,10.9439
102745,-0.2753,1.3503,10.8984
102784,-0.3160,1.3455,10.8960
102897,-0.2562,1.3767,10.9104
102936,-0.2179,1.3479,10.8793
102974,-0.3519,1.3503,10.9511
103012,-0.2753,1.3455,10.9247
103050,-0.3184,1.3503,11.0277
103088,-0.3232,1.3479,10.9870
103197,-0.2993,1.3551,10.8481
103236,-0.3280,1.3384,10.9630
103274,-0.2753,1.3431,11.0229
103312,-0.3065,1.3695,10.9319
103350,-0.2729,1.3479,10.9247
103388,-0.3256,1.3767,10.9319
103426,-0.3041,1.3479,10.9415
103536,-0.2993,1.3719,10.8697
103575,-0.3448,1.3623,10.9559
103614,-0.2801,1.3431,10.9918
103652,-0.3328,1.3910,10.9583
103690,-0.3112,1.3575,10.8912
103728,-0.3184,1.3192,10.9487
103841,-0.3232,1.3551,11.0301
103880,-0.2921,1.3072,10.9128
103918,-0.3208,1.3527,10.8386
103956,-0.3089,1.3384,10.8840
103995,-0.3591,1.3599,10.9343
104033,-0.3663,1.3431,10.9487
104143,-0.3328,1.3767,10.9176
104182,-0.3352,1.3886,10.9032
104220,-0.3304,1.3527,10.8840
104258,-0.2849,1.4102,10.9104
104296,-0.3184,1.3815,10.8769
104334,-0.3184,1.3455,10.9630
104440,-0.3112,1.4365,10.9702
104479,-0.2969,1.3384,10.9056
104517,-0.3184,1.3312,11.0085
104556,-0.2897,1.3096,10.8793
104594,-0.3065,1.3934,10.9415
104632,-0.2897,1.3503,10.9511
104670,-0.3304,1.3312,10.9990
104778,-0.2825,1.3408,10.9056
104817,-0.3017,1.4174,10.9223
104855,-0.3017,1.3527,10.9415
104893,-0.3041,1.3647,10.9894
104931,-0.3232,1.3384,10.9247
104969,-0.2969,1.3479,10.9990
105007,-0.3352,1.4126,11.0253
105117,-0.2945,1.3791,10.8769
105156,-0.2969,1.4102,10.9032
105194,-0.2490,1.3695,10.9822
105233,-0.3735,1.3815,10.9583
105271,-0.2993,1.4006,10.8912
105309,-0.2969,1.3910,10.9559
105420,-0.2562,1.3838,10.9583
105459,-0.2705,1.3767,10.9439
105497,-0.3041,1.3623,10.9415
105535,-0.3065,1.3958,10.9391
105573,-0.3448,1.3767,11.0061
105612,-0.3184,1.3312,10.9056
105723,-0.2777,1.3431,10.9200
105762,-0.2658,1.3695,11.0756
105801,-0.3448,1.3767,10.9415
105839,-0.2562,1.3623,10.9630
105877,-0.2658,1.3599,10.8912
105915,-0.3232,1.3767,10.9678
106024,-0.2825,1.3575,10.9535
106063,-0.3352,1.3982,10.9487
106102,-0.3639,1.3623,10.9128
106140,-0.2514,1.4341,10.9798
106178,-0.2969,1.3336,10.8673
106216,-0.3448,1.3838,10.8888
106328,-0.2801,1.3886,10.9798
106367,-0.3232,1.3767,10.9032
106406,-0.3663,1.3838,10.9295
106445,-0.3376,1.3862,10.9870
106483,-0.3496,1.3599,10.9918
106521,-0.3496,1.3671,11.0109
106627,-0.2418,1.4126,10.9583
106666,-0.3328,1.3503,10.8936
106705,-0.2682,1.3527,10.9702
106744,-0.3759,1.2905,11.0133
106783,-0.3304,1.3240,10.9487
106822,-0.3280,1.3815,10.9990
106860,-0.3376,1.3384,10.8936
106970,-0.3424,1.3910,10.9726
107009,-0.3472,1.3623,10.8721
107048,-0.3041,1.3384,10.9774
107086,-0.3232,1.3503,10.9391
107124,-0.2921,1.3767,10.9080
107163,-0.2945,1.3647,10.9367
107273,-0.2897,1.3192,10.9415
107312,-0.3400,1.3815,10.9271
107351,-0.3136,1.3958,10.9415
107389,-0.3208,1.3336,10.9247
107427,-0.3543,1.3527,10.9128
107466,-0.3543,1.3695,10.9200
107504,-0.2945,1.3527,10.9056
107606,-0.2849,1.4006,10.9176
107645,-0.3328,1.3503,10.9391
107684,-0.2945,1.3455,10.8840
107722,-0.3184,1.4293,10.8721
107760,-0.2777,1.3886,10.9032
107798,-0.3352,1.3312,10.9391
107911,-0.3136,1.3695,10.9367
107950,-0.2873,1.3192,10.8936
107989,-0.3448,1.3647,10.9607
108028,-0.2945,1.3240,11.0301
108067,-0.3639,1.3958,10.8769
108105,-0.4070,1.4054,10.9535
108209,-0.3304,1.3575,10.9319
108248,-0.2705,1.3623,10.8721
108287,-0.3639,1.3719,10.9367
108325,-0.2873,1.3312,10.9128
108363,-0.3280,1.3479,10.9750
108402,-0.3352,1.3647,10.9487
108440,-0.3017,1.3527,10.9798
108549,-0.3065,1.3575,11.0229
108588,-0.2753,1.4030,10.9104
108627,-0.3112,1.2977,10.9511
108665,-0.3280,1.4054,10.9966
108703,-0.3208,1.3455,10.9798
108741,-0.3783,1.3695,10.9271
108851,-0.3208,1.3503,10.9032
108890,-0.2897,1.3743,10.9391
108929,-0.3184,1.4006,10.9104
108968,-0.2682,1.3934,10.9511
109006,-0.2801,1.3695,10.8960
109044,-0.3232,1.3575,10.9200
109157,-0.2801,1.3503,10.8098
109196,-0.3496,1.3384,10.8936
109235,-0.2849,1.3862,10.9128
109274,-0.3519,1.3575,11.0325
109313,-0.3328,1.3408,10.9511
109352,-0.2945,1.3671,10.9200
109462,-0.3041,1.3647,10.9008
109501,-0.3136,1.3551,10.8793
109540,-0.3711,1.4150,10.8338
109579,-0.3136,1.3479,11.0421
109618,-0.3304,1.3647,10.8505
109657,-0.3496,1.4293,10.8721
109763,-0.3280,1.3527,10.9056
109802,-0.3304,1.3384,10.8888
109841,-0.3232,1.3743,10.9271
109880,-0.3328,1.3815,10.9439
109919,-0.3759,1.3910,10.9295
109958,-0.2993,1.3599,10.9439
109997,-0.2753,1.3838,10.9271
110104,-0.3376,1.4078,10.9295
110143,-0.3328,1.3815,10.8769
110182,-0.3831,1.3791,10.9702
110221,-0.2753,1.3503,10.9678
110260,-0.3448,1.3479,10.9511
110299,-0.3208,1.3910,10.8290
110338,-0.2897,1.3791,10.8601
110447,-0.3352,1.3982,11.0038
110486,-0.3041,1.3862,10.9223
110525,-0.3136,1.3312,10.9152
110563,-0.2873,1.3862,10.8625
110602,-0.3496,1.3647,10.9487
110641,-0.3472,1.3168,10.9295
110752,-0.2729,1.3647,10.9152
110791,-0.2993,1.3288,10.9247
110830,-0.3496,1.3336,10.9511
110869,-0.3136,1.3719,10.8793
110908,-0.3112,1.3479,11.0133
110947,-0.3160,1.4078,10.9535
111056,-0.2729,1.4078,10.9391
111095,-0.3232,1.3312,10.9200
111134,-0.2873,1.3862,10.9319
111173,-0.3256,1.4102,10.8912
111212,-0.2897,1.3910,10.8697
111251,-0.3184,1.3910,10.8673
111363,-0.3328,1.3958,10.9918
111402,-0.2897,1.3455,10.9439
111441,-0.2370,1.3719,10.9750
111480,-0.3112,1.3503,10.9247
111519,-0.2634,1.3934,10.8649
111558,-0.2921,1.4222,10.9630
111668,-0.2394,1.3072,10.9463
111707,-0.2849,1.3695,10.9607
111746,-0.3448,1.3838,10.8553
111785,-0.3089,1.3599,10.9726
111824,-0.2945,1.3503,10.8984
111863,-0.3041,1.4102,10.9439
111969,-0.3376,1.3743,10.9008
112008,-0.3065,1.3695,10.9870
112047,-0.2849,1.3767,10.8505
112086,-0.2873,1.4054,10.9583
112125,-0.3136,1.4437,11.0061
112164,-0.3567,1.3695,10.8697
112203,-0.2969,1.3503,10.9678
112313,-0.3663,1.3862,10.9152
112352,-0.2562,1.3910,11.0468
112391,-0.3232,1.3695,10.9559
112430,-0.3304,1.4054,10.9798
112469,-0.3089,1.3408,10.8721
112508,-0.3256,1.3791,10.9032
112606,-0.2969,1.4078,10.9463
112645,-0.2801,1.3647,11.0445
112684,-0.2682,1.3647,10.8457
112723,-0.2825,1.3862,10.9822
112762,-0.2801,1.3623,10.9750
112801,-0.2322,1.3695,10.8721
112912,-0.3950,1.3312,11.0205
112951,-0.3352,1.3886,10.9846
112990,-0.2705,1.3934,10.9559
113029,-0.3496,1.3958,10.9367
113068,-0.2777,1.3551,10.9032
113107,-0.3280,1.3048,10.9535
113146,-0.3783,1.3479,10.9966
113259,-0.3041,1.3982,10.9487
113298,-0.3256,1.3623,10.8816
113337,-0.3256,1.3551,11.0085
113376,-0.2370,1.3815,10.9846
113415,-0.2993,1.3623,10.9918
113454,-0.3711,1.3838,10.9559
113563,-0.3041,1.3527,10.9367
113602,-0.2538,1.4365,10.9367
113641,-0.2825,1.4078,10.9056
113680,-0.3184,1.3982,10.9990
113719,-0.3280,1.3838,10.9750
113758,-0.2873,1.3767,10.9702
113797,-0.3328,1.3647,11.0038
113910,-0.2777,1.3767,10.9750
113949,-0.3089,1.3791,10.9678
113988,-0.3472,1.4030,10.9702
114027,-0.2921,1.3695,10.8577
114066,-0.2945,1.4126,10.9319
114105,-0.3591,1.3838,10.9678
114214,-0.3376,1.3671,10.9702
114253,-0.3089,1.3934,10.9822
114292,-0.3328,1.4078,10.8745
114331,-0.3280,1.3695,10.8984
114370,-0.3304,1.3408,10.9678
114409,-0.3424,1.3384,10.9080
114523,-0.3017,1.3886,10.9559
114562,-0.3352,1.3216,10.9822
114601,-0.3831,1.3527,10.9798
114640,-0.2682,1.3623,10.9128
114679,-0.3711,1.3431,10.9367
114718,-0.2538,1.3168,10.9678
114831,-0.2969,1.3886,10.9008
114871,-0.3496,1.3838,10.9032
114910,-0.3232,1.3048,10.9104
114949,-0.3328,1.3599,10.9511
114988,-0.3089,1.3934,10.8673
115027,-0.3352,1.3024,10.8505
115136,-0.3280,1.3599,10.9247
115176,-0.3448,1.3551,10.8721
115215,-0.3208,1.3551,10.9487
115254,-0.3232,1.3551,10.8457
115293,-0.2705,1.3719,10.8553
115332,-0.3472,1.3719,10.9583
115441,-0.2993,1.3527,10.8936
115481,-0.3136,1.3575,11.0085
115520,-0.3089,1.3791,10.8936
115559,-0.2682,1.3838,10.9846
115598,-0.3256,1.4317,10.9702
115637,-0.3424,1.3647,10.9918
115677,-0.3424,1.4006,10.8984
115782,-0.3065,1.3120,10.9247
115822,-0.2945,1.3647,10.9487
115861,-0.3687,1.3479,10.8745
115900,-0.2394,1.2881,10.9080
115939,-0.2969,1.3862,10.9535
115978,-0.3711,1.3958,10.9343
116017,-0.2897,1.3958,10.9367
116127,-0.2729,1.3695,10.9487
116166,-0.3065,1.4341,10.9008
116205,-0.3160,1.3910,10.9607
116244,-0.2729,1.3719,10.8529
116283,-0.2993,1.3360,11.0061
116322,-0.3591,1.4078,10.9152
116431,-0.3017,1.3312,10.9535
116471,-0.3591,1.3767,10.9942
116510,-0.2897,1.3647,10.9200
116549,-0.2705,1.3838,10.9271
116588,-0.2346,1.3982,10.9223
116627,-0.3328,1.3958,10.8290
116737,-0.2849,1.3599,10.9822
116776,-0.3041,1.4006,11.0061
116815,-0.2586,1.3671,10.9223
116854,-0.2514,1.3719,10.9463
116893,-0.3400,1.3862,10.9415
116932,-0.2849,1.3192,10.9487
117045,-0.2993,1.3791,10.9942
117084,-0.2897,1.3503,10.9223
117123,-0.2921,1.3743,10.9654
117162,-0.3448,1.4269,10.9367
117201,-0.3065,1.4078,10.9008
117240,-0.2538,1.3599,10.8769
117351,-0.2682,1.3958,10.8266
117390,-0.2825,1.4006,10.9056
117429,-0.3400,1.3743,11.0828
117468,-0.3017,1.3360,10.8745
117507,-0.2897,1.3719,11.0085
117546,-0.2825,1.3575,10.9056
117641,-0.3376,1.3838,10.8433
117681,-0.2849,1.4030,10.9463
117720,-0.3304,1.3240,10.8936
117759,-0.2705,1.3791,10.8912
117799,-0.3256,1.4341,10.9822
117838,-0.2442,1.3886,10.9152
117877,-0.3136,1.3958,10.9223
117990,-0.3089,1.3695,10.9487
118030,-0.3879,1.4054,10.9080
